emotion,emotion_label,heart_rate,hrv,skin_conductance,movement,respiratory_rate,temperature,acceleration_x,acceleration_y,acceleration_z,ambient_light,blood_oxygen,timestamp,sequence_index,sequence_id
calm,0,82.173,38.937,0.23,0.108,16.125,36.72,-0.178,-0.078,9.756,0.526,97.0,2025-07-16T18:09:12.557233,14,0
calm,0,67.821,44.451,0.339,0.132,13.642,36.72,-0.187,-0.001,9.779,0.583,97.4,2025-07-16T18:09:13.557233,15,0
calm,0,83.135,57.168,0.263,0.167,13.841,36.73,-0.209,-0.069,9.804,0.323,95.9,2025-07-16T18:09:14.557233,16,0
calm,0,77.05,42.731,0.272,0.0,17.526,36.75,0.0,0.0,9.8,0.504,97.2,2025-07-16T18:09:15.557233,17,0
calm,0,63.397,39.278,0.261,0.073,11.945,36.54,-0.001,-0.029,9.771,0.976,97.1,2025-07-16T18:09:16.557233,18,0
calm,0,67.318,35.059,0.207,0.151,14.715,36.56,0.326,-0.163,9.845,0.386,97.1,2025-07-16T18:09:17.557233,19,0
calm,0,71.585,36.777,0.437,0.05,10.229,36.56,0.127,0.069,9.775,0.193,97.1,2025-07-16T18:09:18.557233,20,0
calm,0,55.0,38.556,0.272,0.133,10.231,36.52,-0.03,0.229,9.731,0.423,98.2,2025-07-16T18:09:19.557233,21,0
calm,0,65.995,30.559,0.15,0.11,14.833,36.52,-0.057,0.097,9.727,0.463,96.9,2025-07-16T18:09:20.557233,22,0
calm,0,67.302,60.526,0.276,0.09,12.917,36.52,0.037,-0.066,9.804,0.498,96.9,2025-07-16T18:09:21.557233,23,0
calm,0,61.16,40.163,0.303,0.133,17.143,36.72,-0.116,-0.075,9.758,0.543,97.3,2025-07-16T18:09:22.557233,24,0
calm,0,57.469,57.384,0.254,0.045,14.263,36.38,0.034,0.044,9.794,0.596,96.8,2025-07-16T18:09:23.557233,25,0
calm,0,82.772,42.964,0.154,0.096,16.326,36.93,0.181,-0.014,9.804,0.16,96.6,2025-07-16T18:09:24.557233,26,0
calm,0,75.098,53.322,0.33,0.127,13.6,36.6,-0.088,0.037,9.77,0.991,95.8,2025-07-16T18:09:25.557233,27,0
calm,0,75.425,50.982,0.251,0.082,16.204,36.85,0.042,0.122,9.844,0.861,97.5,2025-07-16T18:09:26.557233,28,0
calm,0,67.848,65.0,0.295,0.032,10.472,36.53,0.042,-0.055,9.813,0.617,97.1,2025-07-16T18:09:27.557233,29,0
calm,0,65.347,64.882,0.306,0.095,12.876,36.63,0.168,-0.036,9.826,0.246,97.2,2025-07-16T18:09:28.557233,30,0
calm,0,71.419,42.991,0.214,0.148,16.237,36.46,-0.092,0.091,9.865,0.289,97.2,2025-07-16T18:09:29.557233,31,0
calm,0,76.107,36.878,0.243,0.152,12.623,36.65,0.054,0.039,9.74,0.985,96.6,2025-07-16T18:09:30.557233,32,0
calm,0,65.379,33.725,0.205,0.134,16.95,36.4,0.154,-0.206,9.741,0.101,96.6,2025-07-16T18:09:31.557233,33,0
calm,0,67.457,65.0,0.271,0.113,15.315,36.53,0.042,-0.085,9.83,0.755,97.0,2025-07-16T18:09:32.557233,34,0
calm,0,75.728,39.857,0.213,0.136,15.447,36.76,-0.175,-0.205,9.813,0.869,97.2,2025-07-16T18:09:33.557233,35,0
calm,0,74.803,30.0,0.259,0.133,13.967,36.7,0.146,0.196,9.81,0.58,96.4,2025-07-16T18:09:34.557233,36,0
calm,0,64.113,33.48,0.299,0.161,12.644,36.58,0.029,0.146,9.812,0.857,97.1,2025-07-16T18:09:35.557233,37,0
calm,0,75.73,45.557,0.35,0.129,16.991,36.63,0.237,-0.064,9.872,0.457,96.5,2025-07-16T18:09:36.557233,38,0
calm,0,78.436,53.612,0.207,0.066,10.232,36.63,-0.065,-0.112,9.827,0.276,96.4,2025-07-16T18:09:37.557233,39,0
calm,0,79.428,47.389,0.292,0.173,16.263,36.68,-0.173,-0.022,9.712,0.649,96.6,2025-07-16T18:09:38.557233,40,0
calm,0,59.794,45.382,0.152,0.0,13.769,36.29,0.0,0.0,9.8,0.555,97.5,2025-07-16T18:09:39.557233,41,0
calm,0,67.981,48.272,0.378,0.133,15.267,36.49,-0.265,-0.1,9.75,0.22,97.0,2025-07-16T18:09:40.557233,42,0
calm,0,68.534,34.972,0.296,0.089,14.987,36.61,-0.012,-0.038,9.875,0.563,96.8,2025-07-16T18:09:41.557233,43,0
calm,0,75.207,43.536,0.278,0.062,14.376,36.76,0.043,0.035,9.836,0.824,97.5,2025-07-16T18:09:42.557233,44,0
calm,0,72.873,47.227,0.251,0.066,15.115,36.61,-0.056,0.146,9.798,0.49,97.8,2025-07-16T18:09:43.557233,45,0
calm,0,68.65,40.764,0.151,0.052,15.087,36.64,-0.059,0.029,9.769,0.244,97.7,2025-07-16T18:09:44.557233,46,0
calm,0,59.984,41.618,0.15,0.171,14.455,36.45,0.148,-0.033,9.64,0.38,97.2,2025-07-16T18:09:45.557233,47,0
calm,0,63.579,41.972,0.244,0.055,17.318,36.61,-0.039,-0.066,9.78,0.709,97.5,2025-07-16T18:09:46.557233,48,0
calm,0,77.532,37.312,0.351,0.013,12.435,36.58,0.016,-0.021,9.799,0.524,95.6,2025-07-16T18:09:47.557233,49,0
calm,0,64.086,50.844,0.26,0.148,15.46,36.52,-0.277,0.087,9.885,0.395,97.9,2025-07-16T18:09:48.557233,50,0
calm,0,72.521,30.585,0.371,0.14,14.165,36.54,0.096,-0.135,9.737,0.172,95.8,2025-07-16T18:09:49.557233,51,0
calm,0,66.952,42.323,0.28,0.22,15.651,36.69,0.169,-0.204,9.925,0.647,97.2,2025-07-16T18:09:50.557233,52,0
calm,0,62.535,49.382,0.242,0.0,15.334,36.3,0.0,0.0,9.8,0.377,97.3,2025-07-16T18:09:51.557233,53,0
calm,0,67.692,48.821,0.319,0.108,16.945,36.76,-0.19,-0.022,9.758,0.764,97.2,2025-07-16T18:09:52.557233,54,0
calm,0,79.244,58.622,0.468,0.149,11.571,36.61,-0.019,0.019,9.739,0.652,95.4,2025-07-16T18:09:53.557233,55,0
calm,0,75.987,58.149,0.324,0.147,11.804,36.66,-0.006,0.09,9.69,0.943,96.6,2025-07-16T18:09:54.557233,56,0
calm,0,75.198,53.888,0.345,0.052,14.698,36.63,-0.007,-0.044,9.788,0.532,97.0,2025-07-16T18:09:55.557233,57,0
calm,0,85.0,35.895,0.266,0.061,11.525,36.7,-0.067,0.067,9.792,0.142,96.1,2025-07-16T18:09:56.557233,58,0
calm,0,65.238,30.934,0.332,0.151,11.505,36.61,0.028,0.192,9.664,0.58,96.2,2025-07-16T18:09:57.557233,59,0
calm,0,75.474,30.0,0.389,0.133,11.678,36.71,-0.103,-0.239,9.745,0.365,96.7,2025-07-16T18:09:58.557233,60,0
calm,0,58.558,30.0,0.333,0.063,14.778,36.52,-0.05,0.03,9.805,0.916,97.5,2025-07-16T18:09:59.557233,61,0
calm,0,82.633,38.289,0.349,0.048,13.266,36.41,0.005,0.063,9.774,0.944,97.4,2025-07-16T18:10:00.557233,62,0
calm,0,64.156,40.282,0.24,0.142,12.761,36.48,0.054,0.091,9.79,0.857,97.4,2025-07-16T18:10:01.557233,63,0
calm,0,83.775,52.981,0.255,0.12,10.468,36.76,0.06,-0.03,9.762,0.984,96.7,2025-07-16T18:10:02.557233,64,0
calm,0,74.856,48.578,0.499,0.0,10.0,36.53,0.0,0.0,9.8,0.835,96.3,2025-07-16T18:10:03.557233,65,0
calm,0,76.909,35.148,0.325,0.125,13.134,36.49,0.071,0.169,9.781,0.896,97.4,2025-07-16T18:10:04.557233,66,0
calm,0,60.77,30.0,0.447,0.049,16.436,36.27,0.03,-0.031,9.797,0.131,96.3,2025-07-16T18:10:05.557233,67,0
calm,0,76.071,57.632,0.35,0.098,12.541,36.72,-0.118,-0.012,9.759,0.934,97.0,2025-07-16T18:10:06.557233,68,0
calm,0,75.019,34.828,0.357,0.125,13.473,36.55,-0.033,-0.07,9.771,0.355,97.8,2025-07-16T18:10:07.557233,69,0
calm,0,77.1,49.101,0.218,0.026,13.16,36.56,0.023,0.023,9.794,0.761,96.1,2025-07-16T18:10:08.557233,70,0
calm,0,58.704,42.978,0.197,0.096,14.405,36.38,0.046,-0.042,9.741,0.97,96.9,2025-07-16T18:10:09.557233,71,0
calm,0,72.55,64.522,0.239,0.085,17.779,36.4,-0.009,-0.042,9.747,0.402,97.5,2025-07-16T18:10:10.557233,72,0
calm,0,85.0,33.147,0.428,0.198,13.73,36.87,-0.19,0.121,9.852,0.763,96.9,2025-07-16T18:10:11.557233,73,0
calm,0,61.659,49.105,0.238,0.0,15.466,36.3,0.0,0.0,9.8,0.658,96.7,2025-07-16T18:10:12.557233,74,0
calm,0,62.455,43.837,0.15,0.07,13.103,36.59,-0.094,-0.035,9.761,0.523,97.7,2025-07-16T18:10:13.557233,75,0
calm,0,68.417,52.549,0.242,0.17,14.257,36.5,0.087,0.047,9.693,0.47,97.3,2025-07-16T18:10:14.557233,76,0
calm,0,71.415,56.465,0.224,0.137,17.916,36.61,0.074,-0.048,9.853,0.31,97.3,2025-07-16T18:10:15.557233,77,0
calm,0,63.681,33.106,0.346,0.088,14.562,36.42,0.061,-0.047,9.814,0.174,97.8,2025-07-16T18:10:16.557233,78,0
calm,0,67.256,48.196,0.36,0.109,12.155,36.61,-0.075,-0.013,9.776,0.339,96.7,2025-07-16T18:10:17.557233,79,0
calm,0,63.99,36.92,0.264,0.077,15.635,36.33,0.076,-0.056,9.794,0.313,96.8,2025-07-16T18:10:18.557233,80,0
calm,0,72.776,41.897,0.324,0.113,13.261,36.66,0.029,0.115,9.909,0.102,97.7,2025-07-16T18:10:19.557233,81,0
calm,0,55.0,55.157,0.349,0.125,14.615,36.49,0.12,-0.117,9.726,0.145,97.9,2025-07-16T18:10:20.557233,82,0
calm,0,69.398,38.656,0.15,0.132,17.283,36.57,-0.088,0.115,9.913,0.717,96.7,2025-07-16T18:10:21.557233,83,0
calm,0,62.625,45.317,0.327,0.201,13.493,36.49,-0.088,-0.046,9.818,0.734,97.3,2025-07-16T18:10:22.557233,84,0
calm,0,65.838,37.526,0.365,0.068,13.156,36.62,0.037,-0.025,9.788,0.523,97.8,2025-07-16T18:10:23.557233,85,0
calm,0,58.824,36.67,0.309,0.151,10.516,36.62,0.002,-0.302,9.677,0.656,97.5,2025-07-16T18:10:24.557233,86,0
calm,0,64.087,43.993,0.346,0.12,12.142,36.5,0.006,-0.123,9.868,0.701,96.7,2025-07-16T18:10:25.557233,87,0
calm,0,62.337,30.011,0.321,0.19,10.996,36.64,0.448,0.439,9.616,0.285,97.3,2025-07-16T18:10:26.557233,88,0
calm,0,71.462,58.897,0.27,0.0,11.481,36.64,0.0,0.0,9.8,0.649,96.9,2025-07-16T18:10:27.557233,89,0
calm,0,85.0,50.235,0.354,0.101,13.331,36.71,0.05,0.008,9.871,0.607,96.7,2025-07-16T18:10:28.557233,90,0
calm,0,57.75,36.509,0.316,0.04,16.457,36.29,-0.05,0.019,9.844,0.465,97.0,2025-07-16T18:10:29.557233,91,0
calm,0,78.612,64.542,0.186,0.018,15.31,36.72,-0.017,-0.013,9.793,0.373,97.0,2025-07-16T18:10:30.557233,92,0
calm,0,66.973,44.832,0.245,0.089,13.804,36.63,0.019,-0.074,9.699,0.812,96.7,2025-07-16T18:10:31.557233,93,0
calm,0,73.267,54.764,0.155,0.067,10.0,36.59,0.001,-0.008,9.779,0.841,96.8,2025-07-16T18:10:32.557233,94,0
calm,0,65.169,51.794,0.424,0.18,10.953,36.55,0.121,-0.159,9.803,0.625,97.3,2025-07-16T18:10:33.557233,95,0
calm,0,66.925,52.297,0.158,0.195,15.291,36.6,0.152,0.112,9.691,0.851,97.2,2025-07-16T18:10:34.557233,96,0
calm,0,65.541,48.526,0.357,0.177,17.827,36.52,-0.019,-0.112,9.823,0.637,97.2,2025-07-16T18:10:35.557233,97,0
calm,0,56.675,38.207,0.259,0.09,12.846,36.19,0.038,-0.098,9.812,0.373,97.7,2025-07-16T18:10:36.557233,98,0
calm,0,68.307,64.219,0.311,0.113,16.244,36.47,0.03,0.249,9.871,0.806,97.3,2025-07-16T18:10:37.557233,99,0
calm,0,62.969,40.95,0.365,0.071,12.446,36.5,-0.005,-0.034,9.812,0.882,97.6,2025-07-16T18:10:38.557233,100,0
calm,0,67.271,36.05,0.209,0.143,11.959,36.71,0.195,0.044,9.831,0.681,96.6,2025-07-16T18:10:39.557233,101,0
calm,0,64.151,57.363,0.313,0.11,15.716,36.44,-0.032,-0.055,9.807,0.907,97.8,2025-07-16T18:10:40.557233,102,0
calm,0,73.892,63.107,0.233,0.116,13.1,36.57,0.054,-0.042,9.864,0.413,97.8,2025-07-16T18:10:41.557233,103,0
calm,0,67.324,42.278,0.166,0.088,13.164,36.83,0.022,-0.034,9.851,0.905,97.4,2025-07-16T18:10:42.557233,104,0
calm,0,77.16,37.952,0.299,0.11,13.782,36.58,-0.17,-0.022,9.725,0.26,97.6,2025-07-16T18:10:43.557233,105,0
calm,0,67.805,43.171,0.416,0.06,15.053,36.46,0.032,-0.039,9.782,0.22,96.3,2025-07-16T18:10:44.557233,106,0
calm,0,65.044,40.437,0.333,0.134,17.827,36.64,0.05,0.231,9.791,0.596,96.4,2025-07-16T18:10:45.557233,107,0
calm,0,65.029,52.499,0.314,0.058,12.129,36.54,0.09,-0.078,9.826,0.296,97.6,2025-07-16T18:10:46.557233,108,0
calm,0,71.952,52.109,0.367,0.083,16.352,36.66,0.06,0.015,9.79,0.383,96.7,2025-07-16T18:10:47.557233,109,0
calm,0,55.074,56.01,0.407,0.049,16.491,36.32,-0.039,-0.072,9.799,0.312,96.8,2025-07-16T18:10:48.557233,110,0
calm,0,73.465,37.765,0.261,0.121,13.196,36.4,-0.193,-0.032,9.738,0.459,97.1,2025-07-16T18:10:49.557233,111,0
calm,0,80.746,51.376,0.356,0.058,13.822,36.94,0.025,-0.014,9.794,0.747,96.1,2025-07-16T18:10:50.557233,112,0
calm,0,64.638,46.337,0.337,0.132,15.482,36.61,0.044,-0.046,9.822,0.463,96.4,2025-07-16T18:10:51.557233,113,0
calm,0,79.029,47.977,0.355,0.183,10.0,36.66,0.054,0.049,9.751,0.207,97.1,2025-07-16T18:10:52.557233,114,0
calm,0,58.149,64.997,0.344,0.142,15.545,36.52,0.071,0.015,9.727,0.201,97.7,2025-07-16T18:10:53.557233,115,0
calm,0,66.939,41.325,0.399,0.097,14.762,36.58,0.06,-0.129,9.838,0.202,97.4,2025-07-16T18:10:54.557233,116,0
calm,0,75.515,50.718,0.191,0.086,14.716,36.6,-0.071,-0.093,9.749,0.596,96.8,2025-07-16T18:10:55.557233,117,0
calm,0,74.266,35.353,0.321,0.128,16.209,36.78,0.035,-0.222,9.856,0.264,97.6,2025-07-16T18:10:56.557233,118,0
calm,0,72.565,42.041,0.332,0.102,12.679,36.58,-0.072,0.053,9.761,0.953,96.5,2025-07-16T18:10:57.557233,119,0
calm,0,71.631,56.644,0.213,0.116,11.172,36.61,-0.111,-0.181,9.836,0.536,97.9,2025-07-16T18:10:58.557233,120,0
calm,0,69.745,64.817,0.219,0.013,14.849,36.54,0.001,-0.0,9.794,0.545,97.1,2025-07-16T18:10:59.557233,121,0
calm,0,76.233,35.988,0.403,0.155,15.117,36.57,0.194,0.108,9.774,0.321,95.8,2025-07-16T18:11:00.557233,122,0
calm,0,85.0,41.933,0.323,0.038,17.847,36.65,0.004,-0.023,9.792,0.931,96.7,2025-07-16T18:11:01.557233,123,0
calm,0,75.969,45.324,0.352,0.0,15.461,36.54,0.0,0.0,9.8,0.418,96.4,2025-07-16T18:11:02.557233,124,0
calm,0,74.974,34.916,0.347,0.059,13.162,36.58,0.096,0.034,9.788,0.192,96.1,2025-07-16T18:11:03.557233,125,0
calm,0,75.197,47.534,0.31,0.032,13.604,36.5,-0.015,-0.023,9.825,0.798,97.2,2025-07-16T18:11:04.557233,126,0
calm,0,68.349,39.215,0.331,0.076,14.901,36.47,0.12,-0.053,9.776,0.77,96.6,2025-07-16T18:11:05.557233,127,0
calm,0,65.726,62.149,0.375,0.0,16.054,36.67,0.0,0.0,9.8,0.86,97.3,2025-07-16T18:11:06.557233,128,0
calm,0,59.265,52.494,0.345,0.182,12.796,36.43,-0.188,0.393,9.793,0.206,97.7,2025-07-16T18:11:07.557233,129,0
calm,0,74.078,52.952,0.32,0.061,16.338,36.57,0.008,-0.003,9.828,0.995,97.1,2025-07-16T18:11:08.557233,130,0
calm,0,66.617,55.823,0.25,0.027,18.0,36.44,0.012,-0.008,9.815,0.877,97.3,2025-07-16T18:11:09.557233,131,0
calm,0,69.851,53.577,0.373,0.104,12.16,36.52,-0.073,-0.032,9.879,0.292,97.6,2025-07-16T18:11:10.557233,132,0
calm,0,85.0,48.361,0.323,0.099,15.778,36.87,-0.071,0.081,9.799,0.161,95.9,2025-07-16T18:11:11.557233,133,0
calm,0,84.854,44.492,0.236,0.1,12.806,36.89,0.086,0.231,9.874,0.427,96.8,2025-07-16T18:11:12.557233,134,0
calm,0,81.875,49.448,0.332,0.055,13.157,36.5,-0.128,-0.012,9.821,0.242,96.7,2025-07-16T18:11:13.557233,135,0
calm,0,72.049,34.562,0.419,0.104,11.024,36.59,-0.031,0.083,9.745,0.695,96.4,2025-07-16T18:11:14.557233,136,0
calm,0,74.832,37.73,0.178,0.054,18.0,36.58,-0.036,0.072,9.809,0.244,96.7,2025-07-16T18:11:15.557233,137,0
calm,0,74.59,40.814,0.375,0.054,11.98,36.76,0.013,-0.044,9.8,0.953,96.7,2025-07-16T18:11:16.557233,138,0
calm,0,68.241,36.917,0.349,0.104,14.792,36.5,-0.09,0.066,9.793,0.39,96.8,2025-07-16T18:11:17.557233,139,0
calm,0,69.264,35.056,0.339,0.133,13.937,36.61,-0.13,0.021,9.789,0.976,96.4,2025-07-16T18:11:18.557233,140,0
calm,0,83.568,50.084,0.338,0.112,14.761,36.85,0.08,0.015,9.811,0.986,96.4,2025-07-16T18:11:19.557233,141,0
calm,0,66.901,65.0,0.338,0.115,11.883,36.57,-0.068,0.054,9.833,0.51,96.8,2025-07-16T18:11:20.557233,142,0
calm,0,67.993,34.771,0.15,0.081,15.025,36.47,0.014,0.045,9.763,0.45,97.5,2025-07-16T18:11:21.557233,143,0
calm,0,77.41,31.041,0.234,0.168,11.678,36.52,-0.327,0.168,9.711,0.528,97.3,2025-07-16T18:11:22.557233,144,0
calm,0,56.941,55.12,0.155,0.067,14.26,36.47,-0.025,-0.043,9.797,0.696,97.6,2025-07-16T18:11:23.557233,145,0
calm,0,71.905,61.584,0.462,0.083,16.416,36.47,-0.102,0.035,9.711,0.51,96.3,2025-07-16T18:11:24.557233,146,0
calm,0,73.016,48.351,0.261,0.157,14.425,36.5,-0.152,0.162,9.77,0.561,96.1,2025-07-16T18:11:25.557233,147,0
calm,0,73.382,35.369,0.229,0.0,12.023,36.55,0.0,0.0,9.8,0.979,97.3,2025-07-16T18:11:26.557233,148,0
calm,0,58.516,46.121,0.245,0.154,15.152,36.61,0.134,-0.209,9.679,0.499,96.6,2025-07-16T18:11:27.557233,149,0
calm,0,74.925,30.0,0.317,0.055,15.121,36.49,-0.044,-0.06,9.782,0.496,96.5,2025-07-16T18:11:28.557233,150,0
calm,0,65.755,44.577,0.369,0.182,13.749,36.71,0.005,-0.002,9.785,0.525,96.0,2025-07-16T18:11:29.557233,151,0
calm,0,63.397,51.644,0.431,0.023,13.713,36.43,0.01,0.034,9.79,0.742,96.9,2025-07-16T18:11:30.557233,152,0
calm,0,60.505,42.415,0.229,0.084,14.368,36.54,0.02,0.121,9.835,0.499,98.9,2025-07-16T18:11:31.557233,153,0
calm,0,65.549,46.213,0.203,0.078,15.999,36.5,-0.049,-0.055,9.778,0.285,97.5,2025-07-16T18:11:32.557233,154,0
calm,0,71.48,30.0,0.34,0.071,13.435,36.7,0.078,0.04,9.843,0.4,96.4,2025-07-16T18:11:33.557233,155,0
calm,0,83.444,41.413,0.315,0.129,11.922,36.65,-0.11,0.075,9.849,0.947,97.1,2025-07-16T18:11:34.557233,156,0
calm,0,66.018,55.124,0.249,0.128,12.622,36.46,-0.319,-0.106,9.667,0.79,97.4,2025-07-16T18:11:35.557233,157,0
calm,0,72.198,50.505,0.31,0.125,16.186,36.78,0.296,0.11,9.744,0.175,96.4,2025-07-16T18:11:36.557233,158,0
calm,0,76.876,41.872,0.236,0.161,10.664,36.6,-0.094,-0.048,9.79,0.859,97.4,2025-07-16T18:11:37.557233,159,0
calm,0,60.958,37.571,0.234,0.152,12.845,36.64,0.093,0.134,9.814,0.84,97.7,2025-07-16T18:11:38.557233,160,0
calm,0,79.018,38.968,0.273,0.187,13.979,36.75,-0.098,-0.196,9.762,0.161,97.1,2025-07-16T18:11:39.557233,161,0
calm,0,72.326,45.849,0.281,0.083,12.27,36.53,-0.107,-0.033,9.779,0.17,96.3,2025-07-16T18:11:40.557233,162,0
calm,0,62.86,50.8,0.265,0.158,13.285,36.36,0.076,0.281,9.837,0.56,97.6,2025-07-16T18:11:41.557233,163,0
calm,0,70.387,56.826,0.187,0.195,14.111,36.53,-0.069,-0.168,9.748,0.242,97.9,2025-07-16T18:11:42.557233,164,0
calm,0,78.743,32.414,0.241,0.153,13.027,36.52,-0.058,0.284,9.723,0.474,96.4,2025-07-16T18:11:43.557233,165,0
calm,0,78.424,46.778,0.239,0.129,13.984,36.75,0.094,0.174,9.715,0.161,96.8,2025-07-16T18:11:44.557233,166,0
calm,0,76.32,48.762,0.472,0.092,15.485,36.59,0.03,-0.093,9.746,0.223,95.9,2025-07-16T18:11:45.557233,167,0
calm,0,71.336,39.07,0.345,0.01,15.317,36.38,-0.008,-0.008,9.8,0.383,96.5,2025-07-16T18:11:46.557233,168,0
calm,0,68.0,53.199,0.295,0.147,10.373,36.6,0.326,-0.156,9.8,0.876,97.1,2025-07-16T18:11:47.557233,169,0
calm,0,66.888,49.076,0.322,0.012,10.494,36.48,-0.001,0.01,9.787,0.499,96.5,2025-07-16T18:11:48.557233,170,0
calm,0,72.01,46.254,0.447,0.15,15.577,36.61,0.004,0.251,9.863,0.49,95.6,2025-07-16T18:11:49.557233,171,0
calm,0,63.692,52.642,0.463,0.105,13.608,36.51,-0.024,-0.07,9.829,0.639,96.7,2025-07-16T18:11:50.557233,172,0
calm,0,62.161,35.782,0.426,0.125,13.879,36.46,-0.032,0.023,9.733,0.604,96.7,2025-07-16T18:11:51.557233,173,0
calm,0,72.47,47.01,0.311,0.064,12.538,36.52,-0.098,0.029,9.778,0.512,96.1,2025-07-16T18:11:52.557233,174,0
calm,0,66.766,36.36,0.338,0.065,16.438,36.54,0.094,-0.014,9.791,0.987,96.9,2025-07-16T18:11:53.557233,175,0
calm,0,61.003,45.27,0.331,0.126,17.955,36.23,0.133,-0.007,9.752,0.843,97.7,2025-07-16T18:11:54.557233,176,0
calm,0,71.934,42.093,0.319,0.084,18.0,36.41,-0.067,0.017,9.786,0.433,97.5,2025-07-16T18:11:55.557233,177,0
calm,0,67.473,43.389,0.326,0.031,13.678,36.66,0.0,0.005,9.795,0.472,97.5,2025-07-16T18:11:56.557233,178,0
calm,0,74.288,65.0,0.463,0.152,14.517,36.59,0.018,0.247,9.683,0.229,96.4,2025-07-16T18:11:57.557233,179,0
focused,1,70.684,61.669,0.406,0.099,15.155,36.52,-0.078,0.057,9.8,0.496,96.4,2025-07-16T18:11:58.557233,180,0
focused,1,70.494,54.376,0.425,0.051,14.69,36.77,-0.006,0.057,9.801,0.554,96.6,2025-07-16T18:11:59.557233,181,0
focused,1,80.098,47.224,0.33,0.041,17.563,36.49,0.061,0.033,9.791,0.567,95.9,2025-07-16T18:12:00.557233,182,0
focused,1,81.705,50.048,0.399,0.036,15.011,36.71,-0.018,0.04,9.776,0.131,95.8,2025-07-16T18:12:01.557233,183,0
focused,1,78.901,52.541,0.283,0.029,16.654,36.62,0.016,-0.012,9.804,0.254,97.2,2025-07-16T18:12:02.557233,184,0
focused,1,83.91,45.149,0.357,0.017,16.026,36.66,0.015,0.0,9.792,0.927,96.9,2025-07-16T18:12:03.557233,185,0
focused,1,79.093,58.104,0.437,0.061,16.567,36.44,-0.033,-0.034,9.87,0.335,96.1,2025-07-16T18:12:04.557233,186,0
focused,1,90.0,61.64,0.299,0.055,16.205,36.7,-0.038,0.033,9.816,0.326,96.0,2025-07-16T18:12:05.557233,187,0
focused,1,72.079,43.9,0.35,0.023,16.042,36.64,-0.014,0.001,9.797,0.569,98.0,2025-07-16T18:12:06.557233,188,0
focused,1,82.393,46.724,0.298,0.054,13.684,36.79,0.01,0.048,9.787,0.661,96.3,2025-07-16T18:12:07.557233,189,0
focused,1,75.842,63.957,0.374,0.059,14.589,36.71,-0.026,-0.029,9.82,0.288,97.1,2025-07-16T18:12:08.557233,190,0
focused,1,73.189,44.897,0.359,0.052,14.375,36.5,0.048,0.03,9.792,0.81,96.3,2025-07-16T18:12:09.557233,191,0
focused,1,74.634,39.239,0.37,0.05,15.993,36.57,-0.034,-0.054,9.82,0.413,97.1,2025-07-16T18:12:10.557233,192,0
focused,1,70.47,54.679,0.395,0.03,12.0,36.53,0.008,0.063,9.807,0.416,97.1,2025-07-16T18:12:11.557233,193,0
focused,1,88.36,51.341,0.422,0.019,17.27,36.67,0.004,-0.001,9.798,1.0,96.4,2025-07-16T18:12:12.557233,194,0
focused,1,85.168,43.31,0.363,0.08,16.561,36.57,0.048,-0.074,9.768,0.367,96.1,2025-07-16T18:12:13.557233,195,0
focused,1,80.676,45.084,0.312,0.107,14.528,36.64,0.038,0.141,9.751,0.79,96.1,2025-07-16T18:12:14.557233,196,0
